Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 400, 0
check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY
34012892, 46176, 12239, 113179, 35998, 30433, 72746, 21753699
34012413, 183862, 31560, 208066, 31756, 73936, 231438, 42164903
36946058, 172974, 27657, 289039, 25894, 63560, 194446, 15145698
39813814, 49147, 13817, 166116, 52667, 29888, 74930, 21943024
33562029, 48413, 13446, 127573, 11538, 28726, 129220, 23781217
42895511, 48719, 12787, 90798, 11623, 16921, 78090, 41229539
36672336, 45696, 12842, 74291, 12388, 28967, 72824, 39978446
37908939, 119608, 30508, 207024, 30769, 76442, 225711, 40679324
36757776, 48005, 12770, 109334, 12188, 30000, 75848, 20568766
101815730, 98608, 25657, 91818, 23496, 60587, 184333, 112954516
42510740, 119568, 31185, 471617, 29942, 76722, 226813, 23938776
41869957, 61574, 16183, 148524, 15479, 8588, 92870, 17510255
38053726, 48720, 13116, 104447, 12038, 29232, 73496, 8771470
36022012, 80171, 21954, 243292, 19860, 48262, 147143, 29093240
37137922, 46307, 12515, 74417, 11754, 27716, 70144, 43817747
800, 3, 442, 39115
check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY
18772, 54207, 13497, 178172, 13477, 30843, 79433, 22306166
32989256, 57393, 15777, 218131, 15301, 38399, 99599, 24413286
31153078, 63620, 15163, 92382, 16016, 9441, 73000, 40554199
37191826, 48442, 13188, 105626, 12441, 29866, 81920, 9827105
34622256, 79909, 20540, 288916, 18303, 44494, 133104, 26397428
40021413, 65557, 17441, 156546, 15548, 8844, 96984, 18259261
37552931, 110020, 28291, 477835, 29907, 69169, 200391, 23668156
30974337, 55894, 13209, 132527, 12583, 31526, 75184, 8724029
35969502, 60166, 15368, 179250, 15479, 39272, 107397, 27406347
39116545, 47902, 13477, 348501, 11885, 42286, 39029, 128544581
62919908, 110273, 30068, 740734, 28825, 107020, 134531, 48426904
40041831, 142712, 28001, 297638, 26845, 66399, 209153, 10930085
44147790, 119588, 31445, 290471, 30068, 77304, 222358, 44562163
43785303, 112377, 29415, 298033, 28464, 68253, 212030, 24496806
41840725, 145014, 37741, 483277, 29626, 75499, 228486, 25808945
40235134, 120770, 30879, 201677, 29757, 16587, 186699, 8677649
46466062, 121497, 31846, 208828, 30093, 77298, 222524, 39081286
38303132, 141236, 31941, 607681, 30047, 106223, 130678, 49846694
38605238, 117569, 29441, 304868, 30849, 76867, 222017, 21947922
99672369, 161928, 35700, 136185, 19860, 55554, 134720, 103125657
40806513, 48610, 13313, 159927, 11855, 29393, 72890, 20773311
45956822, 63217, 17076, 139758, 15069, 37208, 105434, 12597829
42854941, 46556, 12506, 86272, 11581, 27431, 71895, 41562707
47699923, 99539, 114175, 242011, 27662, 65471, 193505, 23707945
31383147, 62276, 16661, 192407, 16361, 37923, 107211, 24759822
30770687, 119558, 31852, 289749, 92548, 18827, 191800, 24202175
30921458, 118575, 30694, 285304, 32217, 17855, 188582, 11940966
32049912, 99976, 26047, 257445, 25096, 85022, 92138, 24562058
30847132, 82712, 22684, 216458, 19550, 48363, 151420, 27332008
39064120, 73627, 19609, 147753, 18145, 46444, 191848, 41543807
36028107, 63333, 16747, 279967, 16660, 54208, 55936, 48516863
29059680, 42984, 12233, 319562, 15437, 58210, 74296, 47179780
30657530, 116606, 30728, 163907, 29907, 17429, 189489, 42786263
34683878, 109829, 28317, 259867, 28344, 65093, 202445, 13204491
31067006, 118837, 31541, 646474, 30213, 105572, 124408, 44045325
34640339, 65941, 17806, 114381, 15469, 41940, 116046, 42175755
35558830, 62199, 16283, 161662, 16263, 38252, 112299, 23569828
42965861, 46442, 12296, 49404, 11945, 30228, 80313, 100236479
33362350, 109618, 29119, 220248, 26727, 68193, 202996, 43755744
33599146, 60021, 15624, 97741, 15225, 8152, 87222, 5749380
38821364, 118771, 31356, 145361, 33054, 17649, 191294, 39762805
37873495, 110416, 30036, 430654, 27230, 68732, 203973, 26885493
42972922, 76953, 20372, 130442, 16664, 45846, 269428, 43953048
40894430, 62095, 16346, 148248, 15690, 39678, 131163, 45163557
43817613, 119448, 30619, 210442, 29862, 16868, 188477, 22174485
44032432, 63094, 16852, 555467, 15835, 56113, 57718, 134298361
43155322, 52399, 13926, 195233, 11526, 31715, 102887, 23997745
42622897, 61380, 16363, 59707, 14985, 38916, 107672, 98682065
45748284, 49532, 13053, 109687, 11688, 6565, 65655, 18054415
37606739, 65631, 17579, 109730, 16960, 39732, 115127, 41976192
46951484, 48498, 12505, 83062, 12370, 6554, 64210, 19503827
47286850, 109169, 28254, 136795, 26482, 68839, 276673, 112804294
42333536, 51453, 13592, 174551, 13304, 32592, 83894, 22798732
32790606, 57168, 15168, 69311, 13785, 20805, 98227, 103674417
29752098, 48423, 13119, 338311, 11855, 42470, 40797, 130563479
36058914, 45767, 13126, 167121, 10839, 28509, 72122, 21701619
33820994, 63254, 16553, 158384, 15308, 54605, 54981, 25948500
29569299, 43929, 11844, 161482, 10350, 27751, 72872, 22058665
33580872, 48309, 12686, 103932, 12238, 28856, 73725, 7673487
92381286, 86136, 22653, 331736, 21688, 51338, 151395, 26231814
29081297, 48399, 13175, 108460, 12084, 29699, 73382, 21122651
36131683, 46961, 12451, 86135, 11080, 5998, 66553, 20446112
35249977, 80397, 17568, 153677, 17134, 38186, 166658, 10640949
33637336, 60168, 15517, 76017, 14496, 37740, 105539, 109182180
35215499, 48719, 12913, 75859, 12103, 6421, 75444, 4142322
40528446, 81441, 21143, 82437, 20757, 11886, 121623, 109416632
35058823, 108964, 27966, 263961, 26629, 65600, 206798, 12404465
42966632, 118926, 31210, 317576, 32623, 17815, 190707, 20190244
34874469, 120690, 31065, 360328, 30824, 78973, 302518, 28340611
37846660, 114050, 28819, 462456, 28765, 72563, 213388, 25028464
96759625, 119317, 29761, 598181, 30042, 102660, 125521, 46964975
40919426, 45771, 12388, 118983, 11485, 29858, 71863, 22135498
44673058, 118747, 31089, 327941, 30458, 71275, 218731, 25868801
40353568, 48458, 13442, 109282, 12021, 6786, 64502, 14786599
40902664, 49064, 13094, 76716, 11863, 6695, 63430, 9069153
46657867, 138164, 31288, 386662, 33715, 87266, 302393, 10472565
44301272, 74349, 18885, 681382, 18032, 63040, 63468, 138272611
38934033, 61768, 16016, 121432, 13500, 36623, 100087, 43503533
45358741, 59428, 15141, 234750, 22089, 51359, 154208, 25950721
40551807, 48850, 13741, 158575, 11906, 29515, 72488, 21478369
45141655, 46689, 12951, 104143, 11739, 28676, 73225, 7797421
47875601, 85365, 23222, 333557, 21756, 53006, 148667, 26672188
39848861, 118656, 31164, 244943, 30113, 73079, 227756, 44791560
32393081, 47836, 12844, 127840, 12652, 30509, 74215, 27440362
28423887, 112908, 29416, 242393, 27357, 68755, 326246, 45181272
32081480, 106573, 28063, 407901, 27435, 66615, 199323, 22912691
32151065, 99482, 25570, 174363, 25578, 14813, 157124, 23144335
32233552, 116857, 31195, 86935, 28805, 339000, 165145, 98410685
35986507, 48978, 12817, 358620, 11179, 41710, 40360, 128542531
37964262, 60106, 17257, 362621, 20646, 30859, 172650, 23152238
32359465, 99108, 27195, 373768, 24124, 55391, 163002, 24486833
41526760, 48353, 13349, 158380, 12965, 28901, 73471, 25504738
41604156, 117789, 30227, 291333, 29597, 74562, 218855, 12016103
42838206, 62064, 15987, 190313, 15167, 39458, 108572, 27029630
39589320, 92594, 25212, 149098, 22999, 55608, 168367, 40864589
36691665, 61034, 14750, 134313, 14315, 32942, 111270, 6603862
37837138, 106692, 27992, 95441, 26535, 233474, 183242, 104268798
39799003, 62812, 17154, 237046, 15873, 38753, 107808, 24414742
42184585, 69786, 15005, 183343, 16392, 41912, 146734, 13647073
41816851, 48066, 13142, 166251, 12173, 30459, 73283, 25516481
41148522, 42365, 12170, 102097, 11696, 27996, 68203, 9165952
35340317, 85144, 21779, 158719, 21638, 12568, 132581, 23097030
43423882, 54213, 14459, 78459, 12864, 7641, 76245, 42809894
35095690, 110385, 27240, 299364, 27680, 70625, 201127, 30854033
35445874, 50415, 13501, 166070, 12552, 30428, 78906, 21270967
34299706, 48566, 12942, 104237, 11854, 29188, 85555, 7460365
37168829, 87827, 22664, 102713, 21632, 12451, 132423, 38989097
38593128, 48514, 13368, 105649, 12297, 29311, 70077, 8680505
35900571, 85895, 21552, 332038, 21257, 51148, 153904, 22104633
44293037, 66322, 17212, 112443, 17559, 9221, 97080, 22781121
43901675, 49137, 13399, 58987, 11757, 29379, 71337, 104316524
40180482, 48324, 12760, 119246, 11641, 29468, 73168, 22106475
44627084, 50348, 21032, 106841, 11983, 29298, 73428, 42916377
46075526, 48739, 12851, 100634, 12560, 6623, 68121, 37678100
41784604, 49097, 13641, 45109, 12925, 29620, 76436, 106162554
38416726, 45600, 12363, 88621, 10787, 29226, 71756, 41602647
36322125, 64745, 16906, 106373, 17814, 8877, 96215, 8081510
36505406, 104664, 26513, 247886, 24371, 14450, 142779, 24197189
31074822, 48249, 13992, 107043, 12614, 30317, 121240, 42457498
35281673, 46397, 12093, 159763, 11312, 28394, 70122, 24946800
30573500, 50873, 14138, 173342, 11419, 28088, 71480, 22009930
33682906, 49758, 12722, 58764, 11811, 37276, 86730, 101622775
31719053, 48561, 13156, 158973, 12058, 28453, 72516, 21354349
34289732, 49312, 13089, 77428, 12149, 30027, 74596, 38581396
39320245, 48486, 13014, 108613, 11799, 6602, 65309, 19709750
35953319, 99074, 26407, 160167, 23785, 63830, 241465, 37449268
40389369, 118591, 30699, 210001, 29210, 17499, 186197, 23330288
31635968, 99149, 16762, 107456, 17647, 37306, 108636, 42099100
35712973, 75239, 19401, 677719, 17562, 59912, 73061, 134861534
42498446, 113871, 30137, 310992, 28133, 17133, 187214, 17864896
37093638, 46227, 12551, 161513, 11543, 28368, 73684, 21549015
34269851, 117579, 31120, 456939, 29431, 77889, 224293, 23975173
42093077, 113194, 28879, 162386, 30196, 18121, 268056, 20873326
34362575, 120239, 31616, 434709, 30448, 73384, 232406, 25462418
40515596, 136997, 32353, 656271, 34665, 117966, 138556, 52683808
35688244, 114888, 29696, 1164595, 28238, 105621, 118836, 127439257
37602867, 45758, 12600, 75928, 10806, 6191, 66501, 43082314
34842369, 47377, 12828, 104411, 11810, 28881, 70083, 7200414
37369958, 62981, 15845, 62362, 15109, 23136, 112162, 100968144
43562804, 107196, 27912, 217176, 26785, 15898, 171352, 21932995
44423177, 50307, 13661, 86368, 12675, 7253, 68358, 20034096
48408482, 59544, 16287, 52529, 14533, 9129, 90611, 104745942
28684605, 102483, 19350, 315008, 21435, 63498, 187336, 27649463
27750554, 99511, 25093, 390588, 25782, 61109, 176977, 24135665
31014342, 87182, 23049, 440621, 22476, 76327, 85659, 49294264
27947431, 45883, 12505, 92594, 10688, 29210, 73108, 43897297
34002239, 63811, 16441, 152957, 15210, 37112, 104550, 8445920
35891988, 74138, 18905, 176799, 18572, 10859, 115393, 15563437
28760068, 49509, 13114, 186167, 12001, 42503, 38723, 45537015
32405596, 57595, 15098, 141643, 14334, 36097, 98403, 11005593
33503002, 99727, 25292, 264140, 25133, 84943, 92612, 21519633
33726650, 46193, 12531, 104858, 11558, 6148, 66143, 14863800
40799096, 47993, 12786, 110063, 12179, 38742, 123807, 23699180
31805522, 46184, 12401, 75172, 11436, 28305, 71715, 37916251
95771102, 118671, 31155, 293584, 30488, 147736, 221692, 46245445
41927495, 49084, 13186, 164998, 12077, 29054, 71207, 22278912
33232931, 48648, 12919, 49483, 11632, 6733, 63939, 110557047
34043269, 58144, 12939, 71400, 11813, 6667, 65396, 40027904
37842000, 67545, 13375, 166503, 12094, 31699, 74443, 21880551
33555427, 65977, 13923, 134658, 21809, 11858, 124670, 21593706
34206472, 64750, 16652, 109995, 15249, 8927, 91802, 18695894
36635116, 59274, 24670, 123363, 15697, 8984, 113401, 4014286
40616535, 59908, 15813, 145685, 15170, 39696, 99091, 11533573
44064402, 85093, 22674, 140502, 20950, 52896, 158595, 40558866
37133919, 48299, 13419, 104002, 11893, 29946, 71154, 8406954
36042165, 59406, 15877, 142020, 15225, 37736, 104084, 12591330
42912632, 58030, 12993, 130465, 11922, 16563, 74293, 24541565
43894455, 46116, 12561, 160966, 11892, 28330, 74430, 21465596
45463913, 120866, 31861, 525743, 29711, 73415, 226894, 23376083
42357680, 49172, 12899, 107863, 12209, 30093, 72641, 46177630
43051038, 246833, 46854, 374128, 14615, 116366, 225122, 22894998
42910419, 117178, 31897, 473065, 29887, 71956, 218745, 22931642
31955596, 115027, 26865, 454775, 28408, 71720, 226227, 23472826
31313093, 44827, 8643, 82180, 9469, 28085, 68782, 41413458
214653039, 86674, 22176, 142128, 21327, 12087, 132708, 8907480
35749895, 120716, 31375, 103772, 30999, 18331, 188127, 106263714
37839512, 45702, 20701, 44914, 11269, 62643, 72742, 106872891
38012898, 113233, 28514, 399912, 39283, 21794, 261637, 19804214
35056519, 59520, 15797, 94991, 14858, 8475, 91547, 41763648
36026191, 97011, 16853, 85296, 17201, 40593, 109094, 111003197
33473343, 92400, 23773, 218502, 22043, 55024, 164616, 9909644
34230462, 51610, 13251, 65181, 11914, 32435, 76603, 105729224
38942618, 65048, 16544, 107843, 16049, 8723, 95568, 8798419
35642839, 81994, 23085, 254563, 21682, 31694, 264767, 29105537
37369828, 108916, 30111, 283703, 27056, 67484, 195104, 26103072
39908716, 65854, 17498, 104643, 17363, 38958, 115638, 38740311
39174673, 62941, 15894, 232927, 20950, 48312, 120385, 24634399
42120904, 119243, 32307, 492523, 29672, 71857, 315292, 25832449
39997323, 115208, 30052, 473180, 29957, 75399, 224709, 32334508
33642153, 64106, 17221, 57710, 15361, 9276, 97066, 98669482
34707014, 81872, 21892, 205020, 19416, 69574, 73818, 20924399
34665217, 103013, 27876, 295191, 26821, 92367, 101565, 20612383
34615977, 87462, 23441, 91736, 20423, 58273, 164904, 101436048
44616424, 119042, 30473, 222674, 29036, 17078, 190346, 24388875
41980682, 118886, 31019, 433712, 30909, 75640, 223847, 24935780
41246735, 119929, 31976, 278068, 30994, 16923, 198013, 9085373
46070618, 119592, 30233, 574037, 31180, 71721, 225941, 25998296
40185259, 156310, 35880, 419716, 44184, 102119, 450224, 11300296
43314864, 119794, 30723, 365494, 29587, 79223, 219176, 28273108
37800396, 122570, 31315, 123091, 29726, 75128, 226002, 103332896
30143801, 100915, 27707, 430021, 28544, 64399, 216904, 25873414
28646413, 48485, 13108, 109261, 11670, 6205, 93634, 16032498
28707511, 118115, 30363, 309524, 29967, 76491, 222854, 25520681
29315006, 48906, 13282, 77937, 11437, 32687, 85355, 47423486
30266330, 46516, 12288, 121134, 11720, 28857, 74382, 22821126
33009948, 48443, 12953, 166173, 11984, 29159, 73356, 21863462
33512684, 54311, 15114, 206134, 13765, 33099, 86465, 23156159
32519425, 91164, 22293, 178287, 23095, 54539, 156317, 45104705
88248534, 119593, 30894, 478869, 31110, 76301, 219000, 29973430
35694829, 48117, 13341, 201202, 11928, 45214, 41388, 43915011
34261674, 108613, 28324, 302087, 26084, 97088, 114276, 23804340
31346742, 94383, 25260, 392034, 23504, 60551, 187464, 26894162
39293460, 64710, 16259, 108711, 15653, 38927, 113743, 48710042
40125549, 48869, 12784, 54721, 10972, 6560, 66509, 35626447
31245982, 108821, 27778, 272994, 25551, 15929, 167785, 17345159
37971713, 119487, 31466, 292135, 30649, 74948, 220765, 12887364
31073726, 48693, 12928, 92356, 12450, 29112, 81847, 41367994
36483619, 63720, 16499, 67198, 16630, 9156, 92632, 104558984
39899146, 47980, 12543, 371564, 11855, 41897, 40774, 138460147
41137962, 113570, 30905, 1331991, 28714, 119774, 113444, 127239158
37945297, 74494, 20492, 152612, 19040, 11936, 130319, 19290616
36134411, 120415, 30955, 146965, 29350, 18015, 193554, 39566321
37882866, 49661, 13448, 106060, 11873, 30505, 69954, 8713519
35992414, 108764, 28153, 84835, 29198, 69578, 197140, 103059060
41044832, 193266, 23611, 129395, 29110, 71325, 222905, 101801542
42343317, 59864, 16031, 157005, 14510, 35822, 97679, 25326786
41256170, 49205, 13267, 164409, 21723, 56252, 157238, 49813109
39060913, 114541, 28959, 272971, 29842, 73931, 219492, 42050947
46382769, 74499, 18934, 177353, 20065, 47647, 132911, 10858106
44643516, 107735, 28352, 180742, 26584, 15154, 168770, 10898627
44348973, 108938, 28620, 181371, 27506, 15943, 174431, 9705167
45772059, 122249, 31055, 291413, 29095, 72798, 221777, 11969864
43217476, 110882, 44547, 1204176, 90488, 104860, 118531, 134031990
42409376, 114397, 30513, 339546, 26835, 76476, 221777, 24927975
41121504, 81719, 20797, 73991, 19564, 11743, 206754, 101759474
31429086, 46917, 12906, 101399, 11345, 28786, 70446, 10686709
33859570, 63030, 17336, 147020, 15451, 37740, 105727, 11825476
32560719, 46543, 12576, 88749, 11833, 27919, 70834, 41776190
36405496, 120766, 31214, 383470, 29962, 73344, 209519, 29001577
37015262, 99908, 25818, 307654, 22931, 57236, 181607, 29330004
36912837, 65912, 16927, 158025, 15679, 39400, 150406, 45305842
32265660, 80930, 18940, 340338, 21840, 49436, 180901, 23584587
31678571, 49013, 13006, 43488, 11129, 6311, 65757, 98655134
35123829, 126910, 31727, 551997, 30769, 74742, 221787, 23046035
31760140, 112071, 29230, 329017, 29146, 18747, 185306, 23544762
31589922, 119623, 32307, 410064, 30459, 44224, 234661, 24130031
32630472, 119784, 30659, 478804, 30123, 77353, 226763, 28923700
37014412, 47490, 13032, 366961, 11547, 40838, 40000, 126627397
39907179, 46446, 13055, 61774, 10594, 30307, 84407, 104646818
39880578, 48175, 12782, 106383, 11988, 16753, 76844, 6750083
93335435, 89207, 21568, 205528, 21211, 54178, 143194, 10126546
34024217, 82051, 21587, 191919, 22013, 51882, 188885, 10480907
33840449, 44639, 11839, 87156, 11259, 27381, 72754, 42084463
35760069, 48173, 13594, 38239, 11921, 29964, 74462, 108239617
36440778, 63683, 16557, 83870, 14532, 9012, 92728, 40641675
37175979, 48464, 12947, 105943, 12354, 29245, 80582, 6936761
37638349, 107962, 26776, 181460, 27163, 15230, 167946, 8944498
46424561, 119137, 31290, 314910, 30749, 74532, 222268, 34053532
43342547, 119588, 31125, 292261, 29606, 105156, 112642, 25730513
40518060, 109560, 28855, 463263, 27050, 72417, 224643, 24640713
41424738, 118716, 31270, 168562, 30353, 45166, 229043, 107315214
40877844, 116276, 42206, 323184, 29883, 73249, 222058, 23476222
38839292, 121152, 31100, 240550, 29737, 17504, 186187, 23278498
43064559, 120791, 31791, 248622, 30117, 72854, 217988, 46290538
42070260, 57898, 14910, 92499, 15389, 7631, 83528, 5999269
27346471, 108973, 28121, 218721, 26767, 16552, 172565, 23734589
31713165, 100177, 26030, 488695, 24607, 87500, 109951, 52990027
35411779, 62324, 17103, 158476, 14448, 55402, 58052, 24234233
31390055, 116261, 31020, 287976, 27181, 79033, 249540, 11075313
32838999, 71482, 18828, 176620, 17100, 41661, 121956, 21479742
34033160, 87279, 24145, 223881, 21448, 52816, 174435, 24903215
30205901, 48561, 13092, 165212, 11934, 28460, 72462, 21945966
35525496, 110492, 27341, 262267, 27684, 69459, 187932, 11545015
32416683, 108145, 28736, 243029, 27287, 15612, 173789, 8887824
35314064, 118064, 29486, 130267, 28849, 17990, 203712, 112781676
42451318, 63124, 17469, 146798, 16810, 40515, 106296, 11755751
32801979, 110176, 28143, 219095, 27902, 15488, 172711, 21068477
34117735, 49591, 13568, 106999, 12199, 28593, 73381, 7672378
36872781, 87426, 22561, 412217, 21726, 75754, 93724, 50230400
38355213, 60307, 15751, 103516, 14323, 8401, 93595, 5928780
38441702, 87579, 22728, 208959, 21392, 12328, 128712, 19018379
36428300, 66607, 17147, 293664, 16506, 56434, 65629, 48035921
40775473, 44559, 11698, 101934, 11709, 28802, 70519, 7752536
36779389, 81786, 21284, 745144, 19798, 70093, 76088, 129146087
36899160, 63166, 16971, 291171, 14409, 54752, 57451, 49809184
38888784, 46397, 12778, 108037, 10838, 6334, 64669, 18882276
36816693, 123140, 28288, 161610, 26511, 13936, 176925, 9369544
45899070, 119092, 32287, 289284, 30092, 72257, 221060, 12117674
42986530, 61311, 16400, 144933, 15578, 8379, 93104, 18271012
37379489, 48888, 13101, 105951, 11961, 6586, 66834, 14449352
41110266, 48664, 12948, 80474, 12243, 29309, 71649, 39160211
38750979, 48783, 13405, 108774, 12335, 28796, 72531, 42354546
46681643, 63207, 16392, 68652, 15160, 38047, 107356, 112343606
43357646, 108719, 27925, 181733, 28968, 15559, 205688, 12157116
32075916, 120621, 30509, 230411, 29562, 17404, 277167, 24282290
30665195, 52845, 14077, 60566, 12627, 7381, 74818, 46844888
31237294, 100308, 25466, 133445, 24868, 14837, 156691, 101488607
31716868, 111896, 29221, 249519, 28970, 75886, 220720, 49447485
38991981, 75189, 19746, 282048, 18446, 44700, 125657, 26765522
30286012, 109903, 27956, 1045962, 27747, 99373, 108113, 136562257
40259207, 56913, 15320, 94547, 13526, 8492, 87644, 43491780
33997540, 60188, 16054, 535690, 15429, 52812, 53722, 127045452
39532090, 45859, 12920, 128571, 10667, 28343, 75295, 24646284
42128685, 138203, 31975, 1032282, 44028, 118256, 175647, 44206354
32232897, 87899, 23449, 273984, 20587, 54743, 163436, 27857591
38637953, 109454, 27742, 277507, 27475, 66331, 201759, 26288643
39955825, 107819, 28343, 190529, 26723, 71676, 202761, 45095212
43692446, 120034, 31661, 363184, 29215, 72537, 228467, 26510698
39493690, 116682, 29917, 195739, 28479, 17199, 193133, 45295475
43233875, 63019, 17083, 153293, 15983, 39252, 114367, 47101494
42079006, 107512, 27364, 263662, 26472, 94211, 101748, 24790499
41392834, 44956, 12593, 186908, 10962, 41706, 39455, 46478178
42731519, 115474, 29221, 291463, 28027, 74512, 206337, 18986146
35757605, 68119, 18299, 166383, 16617, 9454, 113712, 19184016
36358010, 48991, 13195, 123075, 13272, 30451, 73161, 22522833
44125489, 49513, 12830, 109837, 11879, 28759, 74155, 20842775
45921031, 46587, 12265, 118434, 11988, 28261, 71721, 23183779
43701171, 110002, 28518, 228886, 26380, 66439, 195991, 43029026
45360317, 48376, 13145, 104736, 12139, 28706, 70246, 8936666
46774054, 86378, 23145, 255803, 22481, 51706, 153490, 26928598
39559635, 46818, 12113, 104977, 13838, 30778, 72270, 50904887
38167739, 119714, 30819, 561749, 32884, 72232, 225536, 24293640
41626788, 107645, 28245, 261761, 26580, 68419, 198922, 11514975
43594210, 120360, 30263, 105416, 30483, 104790, 112708, 18933243
36420481, 78474, 21365, 186332, 18808, 68380, 73538, 21297500
47073542, 68257, 18856, 146245, 21814, 17469, 110199, 43972541
33891760, 118911, 30914, 289378, 30779, 75945, 208432, 10474970
33395229, 98385, 25545, 184891, 25128, 62031, 178360, 46063802
31498330, 58448, 13266, 111447, 11858, 29050, 74148, 45506896
32209855, 48981, 13122, 74116, 11050, 16796, 75968, 36596710
30222970, 48083, 13129, 166313, 12453, 30171, 71716, 22094871
33575937, 119312, 31286, 290475, 32908, 74727, 210803, 11379285
32504097, 56378, 15024, 238608, 13363, 48920, 54899, 45811751
32008301, 46903, 12812, 109290, 12127, 6272, 66783, 15140551
40497342, 50492, 13884, 174163, 12099, 31826, 76386, 27392404
39437114, 119373, 30579, 134331, 28118, 74944, 226814, 102517548
41457861, 63037, 16747, 273825, 14967, 53101, 66905, 45176018
32503972, 127681, 36527, 126368, 27357, 73130, 222419, 110504723
33804045, 120926, 32182, 221838, 29977, 75509, 225385, 42439024
34898231, 82981, 32533, 205792, 29406, 72403, 225060, 41575149
35696509, 122578, 23697, 288101, 23838, 63810, 203011, 17728623
37255169, 52808, 14122, 65112, 13522, 6628, 70110, 33997022
32776549, 45100, 8043, 31303, 8222, 27394, 70058, 96963321
36748010, 90673, 20374, 75144, 21835, 12959, 156637, 105055755
39509576, 108737, 45069, 173950, 29110, 74321, 250030, 113079977
42160457, 114562, 28544, 166112, 27707, 15955, 182484, 39972127
37566896, 119112, 30252, 342849, 40175, 87265, 233784, 27610133
105021595, 92071, 23041, 151995, 22192, 12848, 137979, 7322812
37196400, 119828, 31335, 514683, 14933, 107226, 301771, 25833446
39976470, 86400, 22220, 144507, 20633, 55641, 196781, 43229239
45375012, 48265, 12808, 85014, 11973, 6300, 65829, 19417305
36324187, 48787, 13514, 93525, 12415, 29724, 73878, 41465239
38187275, 49485, 12951, 346739, 12058, 42097, 39275, 123072338
32161400, 57839, 15864, 154242, 14244, 37134, 105080, 12904627
87219305, 75194, 19258, 208971, 18845, 45923, 173842, 26977842
28508317, 118796, 31435, 1236782, 30393, 103949, 114481, 127462650
37794035, 59810, 15951, 607508, 14976, 54896, 58207, 131746028
77334125, 78233, 20458, 200422, 54417, 11697, 122962, 16244597
41161162, 119923, 31245, 368150, 29816, 74823, 223896, 29094224
36945420, 58734, 15283, 99759, 13963, 8099, 86857, 43115435
34710346, 50543, 13263, 109713, 12630, 73825, 106361, 9139730
35423596, 48866, 13426, 78733, 11851, 6578, 66113, 40877548
37102738, 120329, 30422, 134035, 28985, 77359, 241236, 104591777
39437010, 93052, 24596, 278704, 22023, 13773, 143095, 17569210
37772002, 109241, 28423, 315351, 27333, 69894, 196526, 16503703
94289306, 163621, 180774, 391173, 43501, 100249, 203580, 8368478
35259322, 46803, 12135, 96849, 12355, 39871, 39665, 21519683
34114356, 44245, 11779, 76305, 10370, 6007, 63894, 18826849
36998957, 119803, 31611, 316575, 30117, 75063, 222203, 25375292
40628796, 92955, 23827, 149462, 22356, 12763, 140628, 43040043
34821640, 111579, 28482, 186410, 29418, 67021, 200949, 48336259
40071525, 86894, 21962, 406506, 20485, 75883, 89240, 48835081
40110173, 116792, 30493, 601969, 28664, 102835, 135609, 49840200
38212902, 115854, 30263, 198515, 29100, 17003, 194982, 49632213
38831659, 66003, 17380, 122036, 15732, 9593, 96860, 21878957
44794675, 48634, 13546, 384878, 12698, 41917, 41565, 130914487
35627149, 50147, 13927, 178208, 11573, 30886, 79291, 22148112
46147055, 74086, 19790, 67457, 17948, 45614, 141256, 98857685
45688542, 121432, 31060, 203356, 30097, 16592, 190177, 7528817
47645726, 112633, 29476, 278354, 28549, 67742, 203812, 15663965
39458927, 98650, 25805, 243734, 24775, 14601, 156098, 16414725
27945348, 121457, 31560, 321055, 31491, 97368, 242950, 18908733
35903017, 64374, 17252, 559821, 16978, 56330, 58574, 132958661
33592860, 114622, 31862, 205737, 91601, 75224, 222639, 38189346
39216229, 109797, 28660, 193215, 27799, 15582, 171718, 21361908
33926331, 121648, 40473, 304910, 29877, 73054, 218801, 11709637
32108764, 67512, 18645, 264267, 17225, 40734, 127430, 22522293
32804160, 64883, 17681, 105744, 15800, 9100, 95288, 6455269
38181299, 81691, 22635, 312062, 20699, 52582, 144937, 25630999
29498526, 71435, 17973, 166475, 19251, 44420, 123533, 7632835
36838056, 105966, 28460, 96968, 26219, 65778, 196631, 103687726
40521156, 71900, 17602, 66670, 15809, 9932, 107599, 110457215
34143133, 119914, 30835, 1187993, 28093, 104690, 119283, 133898799
31592497, 107427, 28419, 1028568, 30402, 95366, 49192, 137234785
39538652, 115214, 30202, 313217, 27456, 74642, 216911, 24458527
41738645, 120305, 31461, 209730, 29582, 17364, 197438, 43048058
34227854, 52977, 14567, 110392, 12711, 32918, 88696, 46592411
42623503, 124176, 26780, 1044506, 27203, 94582, 102283, 128302516
37140394, 70095, 11953, 104018, 10798, 27509, 72997, 6683689
37822377, 60801, 15733, 99498, 15664, 37020, 106828, 43300456
34662386, 60959, 15517, 52141, 14474, 83013, 97188, 100605964
43709117, 86514, 66813, 395914, 23054, 55567, 158769, 27122958
38988073, 67070, 18130, 107618, 15829, 40154, 111196, 39788279
38167912, 121121, 31551, 493727, 56846, 89364, 221326, 31797041
